maxQuiescenceDepth, maxCheckSearchDepth, nullMoveReduction, minExtensionHorizon, simpleCheckExtension, attackCheckExtension, forcedMoveExtension, mateExtension, rankAttackExtension, pawnOnSevenRankExtension, protectingPawnOnSixRankExtension, recaptureMinExtension, recaptureMaxExtension, recaptureBeginMinTreshold, recaptureBeginMaxTreshold, recaptureTargetTreshold, totalTime, totalNodeCount
8, 7, 4, 6, 0.7509765625, 0.9990234375, 0.6884765625, 0.734375, 0.73828125, 0.9990234375, 0.8955078125, 0.0, 0.44921875, 2.346, 4.424, 4.85, 21976, 40147998
15, 9, 4, 5, 0.9306640625, 0.9990234375, 0.1923828125, 0.7939453125, 0.5556640625, 0.9990234375, 0.9052734375, 0.0, 0.859375, 0.387, 8.999, 0.0, 21171, 36790721
9, 8, 3, 7, 0.0, 0.478515625, 0.9990234375, 0.634765625, 0.869140625, 0.8134765625, 0.9990234375, 0.2763671875, 0.27734375, 0.0, 0.662, 1.274, 21365, 40152166
7, 6, 4, 6, 0.0, 0.9990234375, 0.0, 0.9990234375, 0.833984375, 0.9990234375, 0.9677734375, 0.796875, 0.7978515625, 4.198, 4.199, 1.102, 20564, 36534651
16, 0, 5, 3, 0.5751953125, 0.9990234375, 0.2890625, 0.791015625, 0.6416015625, 0.9990234375, 0.8662109375, 0.65625, 0.6572265625, 3.187, 3.188, 4.48, 20560, 35113213
14, 6, 0, 4, 0.685546875, 0.9990234375, 0.5703125, 0.89453125, 0.0, 0.7568359375, 0.9990234375, 0.1123046875, 0.388671875, 0.0, 6.394, 0.0, 20161, 35402315
13, 12, 5, 6, 0.560546875, 0.7744140625, 0.8779296875, 0.4228515625, 0.798828125, 0.9990234375, 0.94921875, 0.0, 0.6298828125, 3.996, 3.997, 0.0, 21771, 39762364
9, 8, 4, 7, 0.5419921875, 0.9990234375, 0.787109375, 0.8095703125, 0.8125, 0.9990234375, 0.9990234375, 0.970703125, 0.9765625, 8.51, 8.692, 1.914, 20570, 35767258
10, 6, 4, 6, 0.8525390625, 0.9951171875, 0.9443359375, 0.9990234375, 0.798828125, 0.546875, 0.9990234375, 0.4091796875, 0.8662109375, 1.681, 2.93, 1.388, 21369, 37008953
4, 3, 5, 7, 0.4521484375, 0.5654296875, 0.43359375, 0.9990234375, 0.9658203125, 0.9990234375, 0.9990234375, 0.0, 0.896484375, 0.0, 6.653, 0.075, 20970, 37228100
1, 0, 3, 6, 0.7734375, 0.9990234375, 0.9658203125, 0.9990234375, 0.689453125, 0.9921875, 0.896484375, 0.0, 0.9990234375, 1.57, 6.746, 1.626, 21775, 39287622
19, 10, 5, 5, 0.2255859375, 0.9990234375, 0.39453125, 0.671875, 0.9990234375, 0.9990234375, 0.9990234375, 0.5869140625, 0.9990234375, 3.065, 6.079, 0.0, 20766, 36463979
5, 4, 5, 7, 0.310546875, 0.998046875, 0.6923828125, 0.650390625, 0.9990234375, 0.9990234375, 0.9990234375, 0.0, 0.2236328125, 0.401, 3.463, 0.0, 20763, 36737217
9, 8, 4, 7, 0.6982421875, 0.958984375, 0.8740234375, 0.9990234375, 0.6650390625, 0.6328125, 0.609375, 0.138671875, 0.4345703125, 8.898, 8.929, 0.669, 20165, 34760898
19, 2, 4, 4, 0.3466796875, 0.6943359375, 0.263671875, 0.9990234375, 0.6240234375, 0.9990234375, 0.9990234375, 0.0, 0.6650390625, 0.164, 7.181, 1.757, 20565, 36395641
10, 9, 5, 6, 0.5361328125, 0.916015625, 0.6259765625, 0.94140625, 0.630859375, 0.9990234375, 0.9990234375, 0.0400390625, 0.4248046875, 1.937, 7.23, 0.0, 20165, 35257036
9, 8, 5, 4, 0.173828125, 0.7626953125, 0.984375, 0.9990234375, 0.3212890625, 0.9990234375, 0.9990234375, 0.4091796875, 0.8896484375, 0.0, 3.123, 0.0, 20566, 36071497
1, 0, 4, 6, 0.01171875, 0.9990234375, 0.6494140625, 0.95703125, 0.8837890625, 0.9990234375, 0.2763671875, 0.0, 0.9990234375, 3.12, 8.601, 2.144, 19560, 33506526
9, 8, 5, 7, 0.5341796875, 0.9990234375, 0.7802734375, 0.9990234375, 0.390625, 0.970703125, 0.89453125, 0.322265625, 0.56640625, 3.418, 4.402, 3.309, 19965, 34295775
12, 7, 3, 7, 0.169921875, 0.9990234375, 0.0, 0.9990234375, 0.5390625, 0.9990234375, 0.69921875, 0.041015625, 0.9990234375, 3.326, 6.251, 1.487, 20163, 34719948
4, 3, 3, 3, 0.845703125, 0.916015625, 0.9990234375, 0.8369140625, 0.548828125, 0.9990234375, 0.9990234375, 0.3037109375, 0.744140625, 2.555, 4.532, 4.124, 20567, 36633851
8, 6, 4, 6, 0.5546875, 0.9072265625, 0.8828125, 0.84375, 0.9990234375, 0.9296875, 0.9990234375, 0.0, 9.765625E-4, 0.0, 3.358, 0.0, 20771, 35987285
13, 4, 3, 5, 0.4892578125, 0.7587890625, 0.9990234375, 0.798828125, 0.7646484375, 0.9990234375, 0.9990234375, 0.0, 0.9404296875, 6.037, 6.038, 4.108, 19958, 34938134
5, 4, 0, 6, 0.1689453125, 0.9990234375, 0.4560546875, 0.6435546875, 0.33984375, 0.8125, 0.919921875, 0.0, 0.6953125, 2.184, 2.185, 0.0, 20366, 35648635
4, 3, 5, 6, 0.3515625, 0.9814453125, 0.9794921875, 0.537109375, 0.5517578125, 0.9990234375, 0.9990234375, 0.220703125, 0.7109375, 0.036, 8.204, 1.312, 20564, 34976839
12, 6, 2, 5, 0.048828125, 0.9990234375, 0.8173828125, 0.9541015625, 0.1103515625, 0.9990234375, 0.3369140625, 0.068359375, 0.9990234375, 4.398, 4.967, 0.0, 20570, 36417359
6, 5, 3, 4, 0.423828125, 0.9990234375, 0.9990234375, 0.9990234375, 0.529296875, 0.7548828125, 0.78515625, 0.0, 0.529296875, 0.0, 2.985, 0.0, 19363, 33697605
19, 10, 5, 5, 0.607421875, 0.810546875, 0.4794921875, 0.552734375, 0.6533203125, 0.9990234375, 0.71875, 0.169921875, 0.7783203125, 0.0, 3.618, 3.433, 20372, 35227702
17, 6, 5, 4, 0.5458984375, 0.9697265625, 0.9990234375, 0.9990234375, 0.5029296875, 0.9990234375, 0.69921875, 0.0, 0.9990234375, 4.219, 7.044, 0.0, 20162, 35175655
19, 18, 5, 6, 0.484375, 0.8759765625, 0.7900390625, 0.9990234375, 0.689453125, 0.9072265625, 0.9990234375, 0.0, 0.5380859375, 3.778, 6.536, 0.974, 20761, 36547004
1, 0, 5, 6, 0.7880859375, 0.9638671875, 0.34375, 0.9990234375, 0.08203125, 0.8125, 0.9990234375, 0.0625, 0.98828125, 0.0, 0.001, 1.763, 20362, 36091011
6, 5, 3, 7, 0.1943359375, 0.853515625, 0.9990234375, 0.9990234375, 0.0, 0.9990234375, 0.9990234375, 0.0, 0.8310546875, 3.551, 4.545, 2.799, 20361, 35004071
6, 3, 3, 5, 0.8271484375, 0.9990234375, 0.53125, 0.6767578125, 0.7724609375, 0.6357421875, 0.9912109375, 0.099609375, 0.9990234375, 1.521, 6.814, 4.496, 15788, 26074615
4, 3, 5, 7, 0.0, 0.9990234375, 0.9794921875, 0.9990234375, 0.9521484375, 0.9716796875, 0.5966796875, 0.0, 0.9990234375, 0.0, 2.492, 0.0, 19967, 34698902
1, 0, 4, 7, 0.154296875, 0.734375, 0.908203125, 0.9990234375, 0.0615234375, 0.9990234375, 0.55859375, 0.654296875, 0.70703125, 0.697, 6.035, 0.0, 20366, 35470661
3, 2, 3, 5, 0.216796875, 0.9990234375, 0.9990234375, 0.9990234375, 0.4541015625, 0.53515625, 0.9990234375, 0.0, 0.9990234375, 1.847, 3.009, 0.0, 21400, 38224833
18, 4, 5, 7, 0.1259765625, 0.9990234375, 0.8681640625, 0.9990234375, 0.9326171875, 0.46875, 0.8515625, 0.3125, 0.6533203125, 5.795, 7.064, 1.015, 20167, 35112328
10, 7, 4, 7, 0.0, 0.556640625, 0.8369140625, 0.9169921875, 0.9990234375, 0.896484375, 0.5517578125, 0.0, 0.91015625, 0.376, 8.999, 0.0, 20179, 35498976
19, 11, 5, 4, 0.0, 0.9990234375, 0.9990234375, 0.9990234375, 0.552734375, 0.9990234375, 0.9990234375, 0.0234375, 0.7099609375, 0.0, 8.196, 0.0, 15797, 25580078
5, 4, 4, 4, 0.9990234375, 0.9990234375, 0.9716796875, 0.9990234375, 0.923828125, 0.9990234375, 0.9990234375, 0.0, 0.9990234375, 0.0, 5.099, 0.0, 20162, 35536298
8, 7, 3, 7, 0.4619140625, 0.9912109375, 0.9990234375, 0.8701171875, 0.6220703125, 0.9990234375, 0.73046875, 0.0, 0.9990234375, 0.0, 3.952, 0.0, 20369, 35887321
8, 7, 0, 7, 0.6064453125, 0.9990234375, 0.8515625, 0.9990234375, 0.9990234375, 0.822265625, 0.685546875, 0.5419921875, 0.8046875, 3.681, 5.137, 0.0, 19962, 34828267
4, 3, 5, 7, 0.0, 0.826171875, 0.4541015625, 0.8974609375, 0.9990234375, 0.765625, 0.8544921875, 0.0, 0.9990234375, 5.388, 5.389, 0.0, 20372, 36086432
2, 1, 3, 7, 0.4189453125, 0.9990234375, 0.9990234375, 0.9990234375, 0.7783203125, 0.1572265625, 0.4013671875, 0.0, 0.3076171875, 0.0, 7.708, 0.0, 16998, 27311560
19, 11, 2, 6, 0.7236328125, 0.9990234375, 0.5234375, 0.9990234375, 0.703125, 0.9990234375, 0.9990234375, 0.0, 0.9990234375, 2.795, 5.226, 0.243, 19765, 33862324
12, 8, 5, 4, 0.04296875, 0.9443359375, 0.0595703125, 0.7236328125, 0.76171875, 0.9990234375, 0.9990234375, 0.541015625, 0.8466796875, 3.084, 3.085, 0.0, 20166, 35124829
1, 0, 3, 6, 0.234375, 0.9990234375, 0.5322265625, 0.9990234375, 0.9990234375, 0.53125, 0.9990234375, 0.541015625, 0.8359375, 0.0, 7.515, 0.0, 20364, 36187511
14, 5, 5, 6, 0.0, 0.9990234375, 0.9990234375, 0.9990234375, 0.6435546875, 0.78515625, 0.71875, 0.404296875, 0.9990234375, 3.665, 4.93, 0.0, 21579, 38783688
5, 4, 2, 7, 0.931640625, 0.9990234375, 0.9990234375, 0.498046875, 0.8671875, 0.966796875, 0.8662109375, 0.529296875, 0.703125, 2.8, 4.496, 6.231, 20772, 36304387
7, 6, 1, 6, 0.7255859375, 0.9990234375, 0.7587890625, 0.9990234375, 0.9990234375, 0.642578125, 0.9990234375, 0.42578125, 0.4501953125, 0.0, 0.186, 3.815, 20170, 35807331
15, 10, 4, 5, 0.3701171875, 0.9990234375, 0.9990234375, 0.5888671875, 0.9990234375, 0.9990234375, 0.9990234375, 0.2822265625, 0.751953125, 0.0, 3.636, 1.64, 20767, 36041029
15, 6, 5, 7, 0.2978515625, 0.828125, 0.7314453125, 0.4287109375, 0.5224609375, 0.9990234375, 0.4091796875, 0.2919921875, 0.9990234375, 0.209, 3.396, 0.0, 20373, 35691287
10, 3, 2, 6, 0.0, 0.50390625, 0.3515625, 0.9990234375, 0.794921875, 0.9990234375, 0.986328125, 0.0, 0.9052734375, 0.0, 8.999, 0.245, 20777, 36914903
8, 7, 5, 7, 0.2294921875, 0.9990234375, 0.7685546875, 0.9990234375, 0.5419921875, 0.98828125, 0.744140625, 0.3544921875, 0.94921875, 0.0, 2.716, 0.019, 20366, 35889783
11, 7, 5, 6, 0.509765625, 0.9990234375, 0.6884765625, 0.9990234375, 0.744140625, 0.9990234375, 0.9990234375, 0.0, 0.8427734375, 1.443, 1.804, 1.891, 21772, 38391088
19, 8, 3, 7, 0.19921875, 0.9990234375, 0.9892578125, 0.9990234375, 0.669921875, 0.341796875, 0.9990234375, 0.0, 0.751953125, 1.624, 8.237, 1.441, 21172, 39414297
12, 10, 5, 7, 0.3564453125, 0.9990234375, 0.9990234375, 0.9990234375, 0.826171875, 0.693359375, 0.912109375, 0.0, 0.716796875, 0.147, 2.635, 2.891, 19968, 36419427
9, 8, 5, 6, 0.6005859375, 0.9990234375, 0.798828125, 0.6640625, 0.158203125, 0.9990234375, 0.8857421875, 0.0, 0.83203125, 6.049, 6.631, 1.63, 20565, 36140957
13, 9, 3, 5, 0.5390625, 0.9990234375, 0.7998046875, 0.9990234375, 0.9990234375, 0.9990234375, 0.9580078125, 0.0, 0.3486328125, 0.651, 6.09, 4.286, 19760, 34606858
19, 7, 2, 5, 0.435546875, 0.7451171875, 0.7109375, 0.9970703125, 0.044921875, 0.9990234375, 0.9990234375, 0.0, 0.9990234375, 0.0, 6.468, 1.236, 19961, 35159840
16, 10, 5, 5, 0.533203125, 0.935546875, 0.298828125, 0.9990234375, 0.208984375, 0.9990234375, 0.5341796875, 0.298828125, 0.7861328125, 0.0, 4.521, 0.0, 20970, 36545672
6, 5, 4, 6, 0.6279296875, 0.9990234375, 0.619140625, 0.9990234375, 0.6298828125, 0.7314453125, 0.9990234375, 0.0166015625, 0.7158203125, 4.588, 5.484, 0.0, 19965, 35027146
4, 3, 5, 7, 0.14453125, 0.9990234375, 0.6748046875, 0.9990234375, 0.26953125, 0.7607421875, 0.8544921875, 0.046875, 0.9990234375, 4.46, 6.45, 0.083, 20171, 35427621
9, 4, 4, 6, 0.89453125, 0.9990234375, 0.9990234375, 0.9853515625, 0.6630859375, 0.9990234375, 0.76171875, 0.2978515625, 0.88671875, 6.227, 6.639, 0.0, 20776, 37064168
2, 1, 3, 5, 0.599609375, 0.9990234375, 0.8642578125, 0.5546875, 0.708984375, 0.9990234375, 0.9462890625, 0.3564453125, 0.736328125, 0.055, 8.999, 0.0, 20567, 35377534
6, 4, 2, 0, 0.77734375, 0.9990234375, 0.427734375, 0.6357421875, 0.8828125, 0.9990234375, 0.9990234375, 0.3505859375, 0.748046875, 4.333, 5.117, 2.427, 20370, 35114436
1, 0, 5, 6, 0.552734375, 0.9990234375, 0.4453125, 0.79296875, 0.7958984375, 0.6484375, 0.9990234375, 0.1181640625, 0.6396484375, 3.109, 7.485, 0.0, 20364, 35080285
16, 11, 5, 5, 0.396484375, 0.7939453125, 0.8447265625, 0.9990234375, 0.9990234375, 0.9990234375, 0.77734375, 0.5888671875, 0.70703125, 0.327, 6.434, 0.0, 21779, 38762630
8, 7, 4, 6, 0.375, 0.9990234375, 0.9990234375, 0.5400390625, 0.3837890625, 0.9990234375, 0.9990234375, 0.140625, 0.9990234375, 1.271, 1.272, 0.0, 20364, 36622507
5, 4, 4, 7, 0.8359375, 0.9677734375, 0.5869140625, 0.8857421875, 0.634765625, 0.765625, 0.9990234375, 0.2529296875, 0.888671875, 0.0, 0.564, 0.0, 20564, 36436448
9, 7, 2, 7, 0.9990234375, 0.9990234375, 0.166015625, 0.580078125, 0.76953125, 0.650390625, 0.9892578125, 0.0, 0.599609375, 0.92, 0.921, 1.377, 20368, 35737110
1, 0, 5, 5, 0.4580078125, 0.888671875, 0.703125, 0.595703125, 0.4736328125, 0.884765625, 0.6748046875, 0.0, 0.9716796875, 6.096, 7.266, 1.997, 20572, 37417905
8, 7, 2, 5, 0.9267578125, 0.98828125, 0.8974609375, 0.9990234375, 0.66015625, 0.9990234375, 0.9990234375, 0.056640625, 0.9140625, 2.554, 4.115, 0.0, 20583, 35086090
16, 7, 5, 6, 0.7666015625, 0.994140625, 0.216796875, 0.9990234375, 0.5263671875, 0.802734375, 0.9990234375, 0.2998046875, 0.4990234375, 0.0, 7.808, 0.082, 20383, 35060780
10, 3, 2, 7, 0.5537109375, 0.9990234375, 0.4794921875, 0.2890625, 0.900390625, 0.9990234375, 0.873046875, 0.0, 0.5615234375, 3.572, 6.791, 3.615, 22584, 41882954
13, 10, 5, 7, 0.9990234375, 0.9990234375, 0.439453125, 0.71484375, 0.9990234375, 0.9990234375, 0.916015625, 0.47265625, 0.689453125, 0.811, 6.301, 3.713, 16397, 28302063
12, 11, 5, 4, 0.53515625, 0.9560546875, 0.392578125, 0.9990234375, 0.576171875, 0.7939453125, 0.6982421875, 0.0, 0.6767578125, 6.029, 7.162, 0.0, 19959, 35241790
13, 5, 5, 5, 0.9990234375, 0.9990234375, 0.2421875, 0.8564453125, 0.578125, 0.9990234375, 0.669921875, 0.0, 0.38671875, 3.721, 4.354, 0.0, 21589, 37683592
12, 11, 5, 4, 0.4375, 0.8876953125, 0.8828125, 0.7822265625, 0.9990234375, 0.9990234375, 0.9990234375, 0.015625, 0.919921875, 0.206, 0.207, 1.901, 20766, 37835959
8, 7, 5, 7, 0.509765625, 0.8603515625, 0.908203125, 0.9990234375, 0.9990234375, 0.9990234375, 0.9990234375, 0.0, 0.67578125, 4.985, 4.986, 0.0, 20570, 34372361
13, 4, 3, 5, 0.470703125, 0.9990234375, 0.9990234375, 0.927734375, 0.392578125, 0.404296875, 0.9990234375, 0.1103515625, 0.810546875, 3.082, 6.038, 4.882, 20165, 35847846
12, 10, 4, 5, 0.4814453125, 0.9990234375, 0.478515625, 0.9990234375, 0.138671875, 0.8369140625, 0.9990234375, 0.0, 0.9990234375, 4.849, 5.017, 4.831, 20572, 36032422
15, 6, 2, 4, 0.322265625, 0.9990234375, 0.3837890625, 0.9990234375, 0.5478515625, 0.9990234375, 0.9990234375, 0.2119140625, 0.6083984375, 3.798, 6.842, 0.0, 20765, 37266273
6, 5, 0, 3, 0.130859375, 0.6875, 0.73828125, 0.7578125, 0.3642578125, 0.9990234375, 0.9990234375, 0.0, 0.404296875, 0.0, 7.41, 0.0, 21172, 37735853
4, 3, 5, 6, 0.328125, 0.740234375, 0.5966796875, 0.1591796875, 0.4833984375, 0.9990234375, 0.9990234375, 0.0, 0.9990234375, 0.337, 0.722, 3.522, 20563, 36722324
10, 7, 4, 6, 0.5498046875, 0.9990234375, 0.6318359375, 0.9990234375, 0.693359375, 0.9423828125, 0.806640625, 0.2685546875, 0.662109375, 7.029, 7.099, 3.335, 20372, 36347574
19, 18, 0, 6, 0.7666015625, 0.9990234375, 0.0, 0.4736328125, 0.517578125, 0.9990234375, 0.9990234375, 0.0078125, 0.322265625, 6.261, 7.12, 5.915, 20967, 37023960
7, 6, 3, 7, 0.9033203125, 0.98828125, 0.4306640625, 0.9990234375, 0.169921875, 0.9453125, 0.5546875, 0.0, 0.8994140625, 6.378, 6.379, 0.0, 20167, 35279666
6, 4, 3, 7, 0.5029296875, 0.9326171875, 0.9990234375, 0.529296875, 0.63671875, 0.9990234375, 0.9033203125, 0.0, 0.3828125, 6.208, 6.649, 1.977, 20971, 37107281
17, 9, 5, 6, 0.3623046875, 0.9990234375, 0.5498046875, 0.9794921875, 0.59765625, 0.9580078125, 0.9990234375, 0.19921875, 0.82421875, 0.088, 6.275, 0.0, 20395, 35625912
5, 4, 5, 3, 0.9990234375, 0.9990234375, 0.9990234375, 0.921875, 0.9599609375, 0.765625, 0.9990234375, 0.0576171875, 0.603515625, 0.0, 0.218, 0.0, 16203, 26574800
7, 5, 4, 7, 0.890625, 0.9423828125, 0.68359375, 0.767578125, 0.8134765625, 0.865234375, 0.8212890625, 0.0, 0.88671875, 0.0, 4.35, 0.861, 20767, 36329664
8, 7, 5, 4, 0.6083984375, 0.990234375, 0.97265625, 0.9990234375, 0.4130859375, 0.9990234375, 0.626953125, 0.0439453125, 0.9267578125, 0.0, 6.128, 3.073, 20967, 39976112
13, 9, 5, 5, 0.8291015625, 0.9970703125, 0.7705078125, 0.87109375, 0.4755859375, 0.9990234375, 0.8857421875, 0.353515625, 0.9990234375, 0.893, 6.607, 1.767, 20568, 36006365
1, 0, 5, 7, 0.4375, 0.9990234375, 0.7001953125, 0.9814453125, 0.529296875, 0.9990234375, 0.9990234375, 0.0, 0.8349609375, 0.0, 7.841, 0.701, 20980, 38125742
8, 7, 2, 6, 0.798828125, 0.98828125, 0.302734375, 0.9990234375, 0.3056640625, 0.9990234375, 0.9990234375, 0.0, 0.84375, 4.711, 7.622, 1.813, 20968, 35909360
19, 10, 2, 7, 0.5458984375, 0.8212890625, 0.9990234375, 0.8740234375, 0.9990234375, 0.794921875, 0.80859375, 0.0, 0.9990234375, 6.079, 6.08, 0.0, 20564, 37466461
12, 11, 5, 7, 0.9990234375, 0.9990234375, 0.4501953125, 0.814453125, 0.67578125, 0.955078125, 0.9736328125, 0.5263671875, 0.666015625, 4.1, 6.655, 0.0, 20377, 36498610
12, 7, 5, 7, 0.77734375, 0.9453125, 0.9990234375, 0.9990234375, 0.4375, 0.646484375, 0.9990234375, 0.0, 0.3984375, 7.29, 7.291, 0.0, 21169, 37721144
11, 6, 5, 6, 0.9990234375, 0.9990234375, 0.9833984375, 0.7734375, 0.70703125, 0.9990234375, 0.70703125, 0.0, 0.5400390625, 0.594, 6.754, 2.735, 20965, 36107451
19, 11, 4, 6, 0.220703125, 0.9990234375, 0.9990234375, 0.9990234375, 0.9990234375, 0.6064453125, 0.8583984375, 0.0, 0.9990234375, 7.128, 7.308, 1.986, 20575, 39038989
7, 6, 5, 7, 0.626953125, 0.9990234375, 0.7509765625, 0.9990234375, 0.9990234375, 0.6611328125, 0.9892578125, 0.0, 0.9990234375, 0.683, 3.098, 4.138, 20382, 36004435
7, 6, 2, 5, 0.681640625, 0.9990234375, 0.9990234375, 0.462890625, 0.7880859375, 0.859375, 0.9990234375, 0.0, 0.77734375, 3.008, 3.976, 0.0, 21371, 37665627
6, 5, 4, 7, 0.419921875, 0.9990234375, 0.6396484375, 0.9990234375, 0.552734375, 0.3056640625, 0.5849609375, 0.0, 0.6123046875, 3.833, 4.617, 0.92, 20165, 36506778
9, 3, 0, 6, 0.634765625, 0.9990234375, 0.9892578125, 0.9990234375, 0.916015625, 0.9990234375, 0.9990234375, 0.0947265625, 0.88671875, 0.0, 6.468, 0.0, 20984, 36557342
4, 3, 5, 5, 0.654296875, 0.8759765625, 0.9990234375, 0.724609375, 0.755859375, 0.8251953125, 0.7138671875, 0.0, 0.8388671875, 0.0, 5.162, 1.798, 21399, 40956752
19, 0, 4, 3, 0.4921875, 0.9990234375, 0.9990234375, 0.4375, 0.25, 0.9990234375, 0.765625, 0.0, 0.9072265625, 2.651, 6.379, 0.0, 20788, 36741081
16, 15, 4, 6, 0.9990234375, 0.9990234375, 0.607421875, 0.9990234375, 0.470703125, 0.9990234375, 0.6591796875, 0.3115234375, 0.845703125, 3.311, 4.182, 0.0, 20161, 35509503
1, 0, 3, 7, 0.5869140625, 0.9990234375, 0.9990234375, 0.7373046875, 0.4404296875, 0.9990234375, 0.875, 0.32421875, 0.7578125, 0.0, 3.574, 6.225, 20968, 36950544
12, 0, 3, 2, 0.037109375, 0.9990234375, 0.8251953125, 0.5654296875, 0.8759765625, 0.5126953125, 0.9013671875, 0.013671875, 0.9990234375, 1.892, 5.84, 0.0, 20371, 36586990
9, 8, 5, 7, 0.5908203125, 0.9990234375, 0.9990234375, 0.9990234375, 0.9990234375, 0.9990234375, 0.9990234375, 0.0, 0.0693359375, 6.509, 6.51, 2.49, 20767, 36653972
3, 2, 2, 7, 0.8466796875, 0.9765625, 0.80859375, 0.796875, 0.3720703125, 0.7939453125, 0.62890625, 0.0, 0.9990234375, 3.343, 6.554, 7.29, 21172, 37080367
1, 0, 1, 4, 0.3330078125, 0.861328125, 0.748046875, 0.646484375, 0.96484375, 0.9990234375, 0.166015625, 0.0, 0.923828125, 2.624, 8.999, 1.224, 21975, 37797312
5, 4, 3, 0, 0.0458984375, 0.8515625, 0.21875, 0.8583984375, 0.4404296875, 0.9990234375, 0.9521484375, 0.0, 0.2109375, 3.914, 6.338, 0.0, 20163, 36810884
13, 12, 4, 4, 0.5654296875, 0.9248046875, 0.9990234375, 0.8291015625, 0.51953125, 0.9990234375, 0.9990234375, 0.0, 0.7685546875, 0.0, 8.393, 0.0, 19972, 34900352
6, 5, 5, 6, 0.8515625, 0.9990234375, 0.76953125, 0.5185546875, 0.46875, 0.2734375, 0.9150390625, 0.0, 0.9990234375, 1.678, 6.131, 0.0, 20766, 36972452
11, 9, 5, 7, 0.93359375, 0.9990234375, 0.9990234375, 0.9990234375, 0.8564453125, 0.9990234375, 0.9990234375, 0.49609375, 0.6259765625, 0.29, 1.603, 0.0, 20160, 35500003
6, 5, 5, 7, 0.4580078125, 0.85546875, 0.9990234375, 0.966796875, 0.7177734375, 0.9990234375, 0.974609375, 0.3662109375, 0.7451171875, 2.204, 2.468, 0.0, 19996, 35019667
6, 5, 5, 7, 0.8740234375, 0.9990234375, 0.6689453125, 0.9990234375, 0.9990234375, 0.9990234375, 0.9990234375, 0.0205078125, 0.3896484375, 0.864, 7.848, 0.0, 20772, 35901690
3, 2, 5, 6, 0.69140625, 0.966796875, 0.6484375, 0.5283203125, 0.7607421875, 0.81640625, 0.9990234375, 0.0, 0.2568359375, 0.824, 3.199, 0.0, 17618, 28813509
1, 0, 4, 5, 0.3408203125, 0.9990234375, 0.8095703125, 0.33203125, 0.3984375, 0.2109375, 0.9990234375, 0.0, 0.8251953125, 0.0, 8.999, 0.609, 20164, 37877443
14, 7, 3, 5, 0.345703125, 0.873046875, 0.9990234375, 0.7138671875, 0.9990234375, 0.69140625, 0.919921875, 0.482421875, 0.7958984375, 0.0, 8.999, 3.775, 20788, 36539613
12, 11, 2, 7, 0.89453125, 0.99609375, 0.8095703125, 0.9990234375, 0.1943359375, 0.9990234375, 0.9990234375, 0.0, 0.9033203125, 0.0, 5.427, 0.0, 20163, 35234195
3, 1, 3, 4, 0.5078125, 0.9990234375, 0.3193359375, 0.8212890625, 0.6162109375, 0.9990234375, 0.859375, 0.6103515625, 0.68359375, 4.47, 4.471, 0.699, 20976, 37467321
12, 6, 2, 7, 0.3857421875, 0.9990234375, 0.9990234375, 0.9990234375, 0.9990234375, 0.8154296875, 0.8251953125, 0.0, 0.529296875, 5.017, 5.375, 0.0, 20568, 35863253
11, 10, 5, 0, 0.5009765625, 0.7998046875, 0.8701171875, 0.8056640625, 0.466796875, 0.9990234375, 0.4072265625, 0.0, 0.2158203125, 0.0, 3.683, 0.0, 20991, 37920359
7, 6, 3, 7, 0.392578125, 0.9677734375, 0.705078125, 0.21875, 0.5419921875, 0.9990234375, 0.8701171875, 0.0, 0.748046875, 0.0, 2.292, 0.704, 20367, 36021404
3, 2, 5, 6, 0.9287109375, 0.9990234375, 0.9990234375, 0.0302734375, 0.38671875, 0.6337890625, 0.90625, 0.4775390625, 0.9677734375, 2.071, 6.261, 2.39, 20202, 35822119
8, 6, 2, 5, 0.9716796875, 0.98828125, 0.8603515625, 0.3681640625, 0.2490234375, 0.9990234375, 0.9990234375, 0.2998046875, 0.787109375, 2.818, 7.219, 2.759, 19766, 34219240
9, 6, 2, 7, 0.4482421875, 0.9990234375, 0.7890625, 0.9990234375, 0.4521484375, 0.6748046875, 0.9765625, 0.283203125, 0.8720703125, 6.261, 8.405, 0.472, 20177, 35218306
6, 1, 5, 5, 0.4921875, 0.9697265625, 0.9990234375, 0.9990234375, 0.9404296875, 0.9990234375, 0.8720703125, 0.0322265625, 0.3955078125, 0.965, 8.999, 1.927, 20162, 35207309
10, 7, 5, 7, 0.3154296875, 0.802734375, 0.98828125, 0.6552734375, 0.9990234375, 0.7705078125, 0.982421875, 0.0, 0.54296875, 0.0, 3.385, 5.548, 20775, 37084187
15, 11, 3, 3, 0.7724609375, 0.955078125, 0.359375, 0.919921875, 0.6005859375, 0.9990234375, 0.2080078125, 0.224609375, 0.4326171875, 3.46, 4.847, 0.14, 20570, 35459249
1, 0, 5, 7, 0.31640625, 0.7587890625, 0.9990234375, 0.9990234375, 0.9990234375, 0.6669921875, 0.837890625, 0.0, 0.48046875, 0.0, 4.496, 0.0, 20186, 35528738
8, 7, 2, 4, 0.0, 0.5625, 0.9990234375, 0.83984375, 0.9990234375, 0.9990234375, 0.9990234375, 0.3251953125, 0.6630859375, 0.158, 3.382, 4.759, 19764, 34187547
